ISBN,book_title,genre
0892552905,Bread Givers: A Novel,Assimilation (Sociology)|Assimilation (Sociology)--Fiction|Children of immigrants|Children of immigrants--Fiction|Fathers and daughters|Fathers and daughters--Fiction|Women immigrants|Women immigrants--Fiction|Jewish families|Jewish families--Fiction|Young women|Young women--Fiction
0870114573,Catch and Other Stories.,"Japanese fiction--Translations into English|War stories, Japanese|War stories, Japanese--Translations into English"
0385419287,The 776 Stupidest Things Ever Said,"Quotations, English|Wit and humor|Zitatensammlung"
1562477722,Welcome to Samantha's World-1904: Growing Up in America's New Century (American Girls Collection (Cloth)),Girls--Social life and customs|Girls--United States--Social life and customs--Juvenile literature|Girls--Social conditions|Girls--United States--Social conditions--Juvenile literature|Women--Social life and customs|Women--United States--Social life and customs--Juvenile literature|Women--Social conditions|Women--United States--Social conditions--Juvenile literature|Social life and customs|Social conditions
0517571064,Interiors,Interior Decoration|Interior Architecture
067944078X,Terra Incognita: Travels in Antarctica,Travel|Polar Regions
0860519260,Roy Castle Now and Then: An Autobiography,Entertainers|Entertainers--Great Britain--Biography|Entertainments|Great Britain
0671004131,Wild,Fiction|Romance
0060179368,Mamista,Jungle warfare|Jungle warfare--Fiction
055357521X,Merely Married,Fiction|Romance
037312399X,A Spanish Marriage : Latin Lovers (Presents),Literary Collections
0671611062,AT MOTHERS REQUEST,Social Sciences|General
0312929579,A Christmas Embrace,Fiction|Romance
0399138013,November of the Heart,Fiction|General
081257883X,Inca: The Scarlet Fringe,Literary Collections
0310219442,"Ship Possessed, A",Fiction|Mystery & Crime|Fiction Subjects|Peoples & Cultures - Fiction
088166216X,"35,000+ Baby Names: The Largest Selection of Popular and Unusual Names from Around the World",Literary Collections
0807590967,Framed in Fire,Children's Fiction|Boys & Men
0399127267,June Allyson,Motion Picture Actors And Actresses
084394112X,Davy Crockett: Homecoming (Davy Crockett),Westerns
2060000866,"Michelin THE GREEN GUIDE Quebec, 4e (THE GREEN GUIDE)",Quebec - Travel
071346478X,Battle of the Titans,Sports &amp; Recreation|General
0451455789,No One Noticed the Cat,Cats|Cats--Fiction
0688088732,It Would Be So Nice If You Weren't Here: My Journey Through Show Business,"Grodin, Charles|Motion picture actors and actresses|Motion picture actors and actresses--United States--Biography|Theatrical producers and directors|Theatrical producers and directors--United States--Biography|Actors|Actors--United States--Biography"
0207156638,In the half light: Life as a child in Australia 1900-1970,Children--Social life and customs|Children--Australia--Social life and customs|Children--History|Children--Australia--History
0517118408,Katherine Stone: A New Collection of Three Complete Novels : Promises : Rainbows : Twins,Fiction|General
0446611735,When She's Bad,Businesswomen|Neighbors|Infants|Health Resorts
076530418X,Stories of Your Life and Others,Fiction|Science Fiction
0312876629,Songmaster,Other Fantasy Fiction Categories|Other Science Fiction Categories
0618154000,"The Return of the King (The Lord of the Rings, Part 3)",Middle Earth (imaginary Place)
059045708X,A Girl's Best Friend,Children's Fiction|General
342312637X,Morgen in der Schlacht denk an mich.,Thrillers|Motivations - Fiction|European Peoples & Cultures - Fiction & Literature|Spanish Fiction
1883953154,Winona's Web,Shamans|Lakota Indians
0316845256,The Art of Speedreading People: Harness the Power of Personality Type and Create What You Want in Business and in Life,Interpersonal communication|Behavioral assessment|Myers-Briggs Type Indicator|Communication|Personality Inventory
155773058X,Destiny and Desire,Fiction|Romance
0307240088,A Guide to Fresh and Salt-Water Fishing,Literary Collections
3499504693,Hildegard von Bingen (Rowohlts Monographien),
0671660349,The Sensual Body: The Ultimate Guide to Body Awareness and Self-Fulfillment,Neuroscience|Sex - Guides & Manuals - General & Miscellaneous|Cognitive Science|Orthopedics|Psychological Self-Help - General & Miscellaneous|Human Anatomy - General & Miscellaneous|Sports Health & Medicine|Sports Psychology|Success|Motivation &
0345341228,Sins of the Flesh,Fiction|Romance
0399149465,Black Sunshine,Governors--Election|Governors--Election--Fiction|Political campaigns|Political campaigns--Fiction|Politicians|Politicians--Fiction|Brothers|Brothers--Fiction
0851707777,"Metropolis (Bfi Film Classics, 54)",
377010899X,Tangram: D. alte chines. Formenspiel = Het oude Chinese vormenspel (DuMont's Kopf-Zerbrecher),Travel|Asia
031205064X,Content of Our Character: A New Vision of Race in America,Social Sciences|Ethnic Studies
0887383254,"Rumors: Uses, Interpretations, and Images",Rumor
015100174X,Half the House: A Memoir,Family - Sociocultural Aspects|Victims of Crime - Biography|Pennsylvania - Regional Biography|Working Class
068816269X,Ordinary Miracles,Teen Fiction - Choices & Transitions|Teen Fiction - Family & Relationships|Teen Fiction - Religion & Alternative Beliefs
0891041842,The Vikings and Their Origins,Northmen|Civilization
0345373219,Domes of Fire (Book One of the Tamuli),Children's Fiction|Science Fiction|Fantasy|Magic
1580620418,So That's What They're for: Breastfeeding Basics,Infants & Toddlers - Breastfeeding
0520216067,Jane Austen: A Life,"Novelists, English"
067986153X,The Christmas Story (Pictureback Shapes),Comics & Graphic Novels
0892439297,Short Prayers for the Long Day,Religion|Prayer
0895770636,Crafts and Hobbies,Handicraft|Hobbies
006017529X,Season of the Swan,Fiction|General
044021968X,Another Way to Dance,Teen Fiction|Children - Fiction & Literature|Fiction - People|Places & Cultures
0671011324,Dream Man,Clairvoyance|Clairvoyance--Fiction
0231075421,The Samurai,Literary Criticism|European
0060527056,"Affair Most Wicked, An",Aristocracy (Social class)|Aristocracy (Social class)--England--Fiction|Man-woman relationships|Man-woman relationships--Fiction
1565844300,One Hundred Jobs: A Panorama of Work in the American City,Vocational guidance|Vocational guidance--New York (State)--New York|Occupations|Occupations--New York (State)--New York--Case studies
0394554299,The Wind Won't Know Me: A History of the Navajo-Hopi Land Dispute,Navajo Indians--Land tenure|Hopi Indians--Land tenure|Navajo Indians--Government relations|Hopi Indians--Government relations
076071018X,"How to insult, abuse &amp; insinuate in classical Latin",Language Arts & Disciplines
0451186451,Falconer's Law (Falconer Saga),Fiction
0345329368,Operation: Death Stone (G. I. Joe Find Your Fate #6),Meteors|Plot-your-own Stories
0385327501,The Hidden Arrow of Maether,Children's Fiction|General
043944246X,September 12th: We Knew We Would Be All Right,Children & Childhood|School & Education|Violence|War & Terrorism
0439215986,"Victoria: May Blossom of Britannia, England, 1829 (The Royal Diaries)",Princesses|Diaries|History
0765307235,The Destruction of the Books,Fiction|Action & Adventure
055337334X,Libbie,Literary Collections
0679843361,The People Could Fly: American Black Folktales,African Americans|African Americans--Folklore|Tales|Tales--United States
090931330X,"Pesticides, the new plague",Literary Collections
031218073X,The Custodians,Fiction|Action & Adventure
0030604176,The official I hate love book,"Love|Caricatures And Cartoons|American Wit And Humor, Pictorial"
030723116X,Early Bird on Sesame Street,Literary Collections
188392930X,Living Enlightenment: A Call for Evolution Beyond Ego,Body|Mind &amp; Spirit|Spirituality
051720679X,"Three Complete Novels: \A\"" Is for Alibi / \""B\"" Is for Burglar / \""C\"" Is for Corpse""",Fiction|Mystery & Detective
1550415131,There Is Music in a Pussycat (First Flight Early Readers),Children's Fiction|Concepts
0385294638,Wanderlust,Romance fiction|Romance-language fiction
0939680491,Midnight Song: Quest for the Vanished Ones,Body|Mind &amp; Spirit|General
0812924533,The Paper's Papers: A Reporter's Journey Through the Archives of the New York Times,
044651652X,The Bridges of Madison County,Fiction|General
0940450089,"Nathaniel Hawthorne : Collected Novels: Fanshawe, The Scarlet Letter, The House of the Seven Gables, The Blithedale Romance, The Marble Faun (Library of America)","Historical fiction, American|Literature"
0590877437,"Search for Senna (Everworld, 1)",Teen Fiction - Fantasy
0806506490,Frontier Jews,Judaism|Jews--History
0446395234,Life is Too Short...,Life|Humor|American Wit And Humor
155583180X,Heather Has Two Mommies,Literary Collections
0684183382,A NATURAL HISTORY OF SEX,Psychology &amp; Psychiatry|General
0877283486,A Book of Pagan Rituals (Book of Pagan Rituals),"Witchcraft|Witchcraft--Handbooks, manuals, etc|Rites and ceremonies|Rites and ceremonies--Handbooks, manuals, etc|Neopaganism|Neopaganism--Handbooks, manuals, etc"
1854710486,The Observer's Book of Insects,Literary Collections
0892966319,Death of a Dustman,Fiction|Mystery & Detective
0670875678,Going to Ground: Simple Life on a Georgia Pond,"Blackmarr, Amy|Country life|Country life--Georgia--Lax|Natural history|Natural history--Georgia--Lax"
0875422942,Kabbalah for the Modern World (Llewllyn's New Age Series),Cabala|Religion And Science|Spiritual Life|New Age Movement
0316807192,Jason and Marceline,Interpersonal Relations|Middle Schools|Schools
0684185946,Heartbreak Hotel,Rest homes|Rest homes--New York (State)--Buffalo--Fiction|Women|Women--New York (State)--Buffalo--Fiction
157034017X,Teacher's Little Book of Wisdom,Literary Collections
0060976756,Jewish Renewal: A Path to Healing and Transformation,"Judaism--Essence, genius, nature|Judaism|Judaism and social problems|Spiritual life--Judaism"
0828903689,The childfree alternative,Childlessness|Childlessness--United States|Married people--Interviews|Married people--United States--Interviews|Childfree choice|Childfree choice--United States
067165599X,RETIEF IN THE RUIN,Fiction|Fantasy
006019264X,Crashing the Net: The U.S. Women's Olympic Ice Hockey Team and the Road to Gold,Sociology of Sports|Women - United States|Discrimination in Sports|Women's Hockey|Sex Discrimination
0380794764,Blood at the Root (Inspector Banks Mysteries (Paperback)),Occupations - Fiction|Police Stories
0525946772,Who's Sorry Now: The True Story of a Stand-Up Guy,Actors
0671693263,UNBELIEVABLE MICROWAVE DESSERTS,Microwave cooking|Desserts|Baking
0517704552,Girls: A Novel,Grief|Grief--Fiction|Children--Crimes against|Children--Crimes against--Fiction|Rape|Rape--Fiction
038507171X,Writings of the Young Marx on Philosophy &amp; Society,Social Sciences|General
0060142677,Bill W,"W., Bill|Alcoholics Anonymous.|Alcoholism|Alcoholics|Alcoholics--United States--Biography"
0385484518,"Tuesdays with Morrie: An Old Man, a Young Man, and Life's Greatest Lesson","Schwartz, Morris S|FacultyBrandeis University|Death--Psychological aspects|Death--Psychological aspects--Case studies|Teacher-student relationships|Teacher-student relationships--United States--Case studies|Amyotrophic lateral sclerosis--Patients|Amyotrophic lateral sclerosis--Patients--United States--Biography|Spiritual life|Sick|Terminally ill|Amyotrophic Lateral Sclerosis|Attitude to Death|Intergenerational Relations|Patients"
156931778X,Battle Royale (Battle Royale),Literary Collections
0916410404,Gifts from a Country Kitchen,Cooking|General
067088006X,The Unfinished Presidency: Jimmy Carter's Journey Beyond the White House,Biographies &amp; Autobiographies|General
0609809768,Esquire Presents: What It Feels Like : *To Walk on the Moon*To Be Gored by a Bull*To Survive an Avalanche *To SwallowSwords*To Go Over Niagara Falls in a Barrel*To Be Shot in the Head*To Win the L,Humor|General
157064280X,The Haunted Clubhouse (Wishbone Mysteries #2),Children's Fiction|General
007016357X,Best Answers to the 201 Most Frequently Asked Interview Questions,Business &amp; Economics|Careers
083081518X,A Different Death: Euthanasia &amp; the Christian Tradition,Religion|Fundamentalism
082831456X,Symposium of Plato,Literary Collections
067186839X,SWITCHED (FEAR STREET ) : SWITCHED,Children's Fiction|Horror & Ghost Stories
013327974X,"!Trato hecho!: Spanish for Real Life, Combined Edition",Language Study|Spanish
0002211890,The devil is loose,Fiction|History
031231065X,"The Cordelia Squad: A Novel of Queens, New York",Fiction|Mystery & Detective
081673691X,You Can Never Go Home Again,Literary Collections
0552998478,What We Did on Our Holiday,Vacations|Vacations--Fiction|Aging parents|Aging parents--Fiction
0973428600,How to Start &amp; Run a Profitable Home-Based Transcription Business,Home-based Businesses|Legal Transcription|Medical Transcription
044990914X,"To the Man I Love, Thank You for Being Mine: Thank You for Being Mine",Family &amp; Relationships|Love & Romance
067231116X,Sams Teach Yourself Microsoft Excel 97 in 24 Hours,Computers &amp; the Internet|Spreadsheets
0151556849,Majesty: Elizabeth II and the House of Windsor,Queens|Biography|Monarchy
0830813225,An Earth-Careful Way of Life: Christian Stewardship and the Environmental Crisis,Human ecology--Religious aspects--Christianity|Environmental degradation--Religious aspects--Christianity|Conservation of natural resources|Environmental protection|Christian stewardship
039472531X,"No Heroes, No Villains: The Story of a Murder Trial",General & Miscellaneous Law
0340277335,Comeback: An actor's direction,Motion picture actors and actresses|Motion picture actors and actresses--Great Britain--Biography
